wordbook_id,word,part_of_speech,meaning_zh,example_en,example_zh,category,difficulty
2990c5f1-41c5-449e-8b15-fe1a9a421445,damage,noun,損壞,The box had minor damage,箱子有輕微損壞,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,debt,noun,債務,The company reduced its debt,公司減少了債務,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,decline,verb,下降,Sales declined last month,上個月銷售下降,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,deduction,noun,扣除額,The deduction appears on the bill,扣除額出現在帳單上,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,defect,noun,瑕疵,The product has a small defect,產品有一個小瑕疵,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,deposit,noun,訂金,A deposit is required today,今天需要支付訂金,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,describe,verb,描述,Please describe the problem,請描述這個問題,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,design,verb,設計,They design office furniture,他們設計辦公家具,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,detail,noun,細節,The report gives every detail,報告提供每個細節,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,determine,verb,決定,The test will determine the result,測試會決定結果,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,device,noun,裝置,This device saves energy,這個裝置節省能源,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,director,noun,主管,The director approved the budget,主管核准了預算,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,directory,noun,名錄,The directory lists all offices,名錄列出所有辦公室,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,display,noun,展示,The display attracted many shoppers,展示吸引了許多購物者,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,distribute,verb,分發,Staff distributed the forms,員工分發了表格,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,division,noun,部門,He works in the finance division,他在財務部門工作,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,document,noun,文件,Please print the document,請列印這份文件,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,donation,noun,捐款,The company made a donation,公司捐了一筆款項,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,downtown,noun,市中心,The office is downtown,辦公室在市中心,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,draft,noun,草稿,The first draft is ready,第一份草稿已完成,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,due,adjective,到期的,The rent is due tomorrow,租金明天到期,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,durable,adjective,耐用的,This bag is durable,這個包很耐用,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,earnings,noun,收益,Earnings rose this year,今年收益增加,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,economy,noun,經濟,The economy is improving slowly,經濟正在慢慢改善,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,effective,adjective,有效的,The new rule is effective today,新規定今天生效,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,electronic,adjective,電子的,Electronic tickets are accepted,電子票券可以使用,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,eligible,adjective,符合資格的,All members are eligible,所有會員都符合資格,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,emergency,noun,緊急情況,Call this number in an emergency,緊急時請撥打這個號碼,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,enclose,verb,附上,I enclosed the signed form,我附上了簽好的表格,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,encourage,verb,鼓勵,Managers encourage new ideas,主管鼓勵新想法,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,ensure,verb,確保,Please ensure the door is locked,請確保門已上鎖,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,equipment,noun,設備,The equipment arrived yesterday,設備昨天送達,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,examine,verb,檢查,The doctor examined the worker,醫生檢查了這位員工,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,exceed,verb,超過,Sales exceeded our target,銷售超過了目標,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,exchange,noun,交換,The store allows exchanges,這家店允許換貨,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,executive,noun,主管,The executive met the clients,主管會見了客戶,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,exhibit,noun,展覽,The exhibit opens tomorrow,展覽明天開幕,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,expand,verb,擴展,The company will expand overseas,公司將拓展海外市場,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,expect,verb,預期,We expect more visitors today,我們預期今天會有更多訪客,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,expert,noun,專家,An expert checked the machine,專家檢查了機器,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,export,verb,出口,The factory exports shoes,工廠出口鞋子,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,extend,verb,延長,The store extended its hours,商店延長了營業時間,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,external,adjective,外部的,External guests need a pass,外部訪客需要通行證,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,fare,noun,票價,The train fare is low,火車票價很低,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,faulty,adjective,有故障的,The faulty printer was replaced,故障的印表機已被更換,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,fee,noun,費用,The membership fee is low,會員費不高,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,file,verb,提交,Please file the report today,請今天提交報告,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,finalize,verb,定案,We need to finalize the plan,我們需要將計畫定案,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,firm,noun,公司,The firm hired new designers,公司雇用了新設計師,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,flyer,noun,傳單,The flyer lists the sale dates,傳單列出特賣日期,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,forecast,noun,預測,The sales forecast looks strong,銷售預測看起來很強,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,founder,noun,創辦人,The founder spoke at the event,創辦人在活動中演講,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,freight,noun,貨運,Freight costs increased this year,今年貨運成本增加,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,frequent,adjective,頻繁的,Frequent delays upset customers,頻繁延誤讓顧客不滿,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,fund,noun,基金,The fund supports new businesses,這個基金支持新企業,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,general,adjective,一般的,This is a general question,這是一般問題,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,goal,noun,目標,Our goal is better service,我們的目標是更好的服務,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,goods,noun,貨品,The goods arrived safely,貨品安全抵達,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,grant,noun,補助金,The city offered a grant,市政府提供了一筆補助金,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,growth,noun,成長,The company reported strong growth,公司公布強勁成長,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,guarantee,noun,保證,The product has a money back guarantee,產品有退款保證,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,handle,verb,處理,She handles customer questions,她處理顧客問題,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,headquarters,noun,總部,The headquarters is in Taipei,總部在台北,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,host,verb,主辦,The hotel will host the event,飯店將主辦這場活動,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,identification,noun,身分證明,Please bring identification,請攜帶身分證明,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,immediate,adjective,立即的,The issue needs immediate attention,這個問題需要立即處理,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,import,verb,進口,The store imports coffee beans,這家店進口咖啡豆,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,income,noun,收入,His income increased this year,他的收入今年增加,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,increase,verb,增加,The company increased salaries,公司提高了薪資,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,independent,adjective,獨立的,She is an independent consultant,她是一位獨立顧問,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,industry,noun,產業,The travel industry is growing,旅遊產業正在成長,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,inform,verb,告知,Please inform us by Friday,請在週五前告知我們,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,inquiry,noun,詢問,We received your inquiry,我們收到你的詢問,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,insurance,noun,保險,The plan includes travel insurance,這個方案包含旅遊保險,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,internal,adjective,內部的,This is an internal memo,這是一份內部備忘錄,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,interview,noun,面試,Her interview is tomorrow,她的面試在明天,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,introduce,verb,介紹,Let me introduce our new manager,讓我介紹我們的新經理,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,inventory,noun,庫存,The inventory is checked weekly,庫存每週檢查,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,invest,verb,投資,The firm will invest in technology,公司將投資科技,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,issue,noun,問題,The issue was fixed quickly,問題很快被修正,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,item,noun,項目,This item is out of stock,這項商品缺貨,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,journal,noun,期刊,The article appeared in a journal,這篇文章刊登在期刊上,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,lease,noun,租約,The lease ends in August,租約在八月結束,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,legal,adjective,法律的,We need legal advice,我們需要法律建議,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,lend,verb,借出,The bank will lend money to small firms,銀行會借錢給小公司,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,limit,noun,限制,There is a limit on refunds,退款有一項限制,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,loan,noun,貸款,She applied for a business loan,她申請了商業貸款,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,location,noun,地點,The location is near the station,地點在車站附近,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,manufacture,verb,製造,The company manufactures bicycles,公司製造腳踏車,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,market,noun,市場,The market is very competitive,市場競爭很激烈,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,material,noun,材料,The material is light and strong,這種材料輕又堅固,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,measure,verb,測量,We measured the office space,我們測量了辦公空間,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,mentor,noun,導師,Each trainee has a mentor,每位受訓者都有一位導師,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,method,noun,方法,This method saves time,這個方法節省時間,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,minimum,adjective,最低的,The minimum order is ten boxes,最低訂購量是十箱,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,monitor,verb,監控,The team monitors daily sales,團隊監控每日銷售,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,mortgage,noun,房貸,They applied for a mortgage,他們申請了房貸,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,nationwide,adjective,全國性的,The company offers nationwide delivery,公司提供全國配送,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,obtain,verb,取得,You must obtain a permit first,你必須先取得許可,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,occupation,noun,職業,Please write your occupation,請填寫你的職業,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,offer,noun,提議,The offer ends tonight,這項優惠今晚結束,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,official,adjective,正式的,We received an official letter,我們收到一封正式信函,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,online,adverb,在線上,You can check in online,你可以在線上辦理報到,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,operate,verb,營運,The store operates every day,這家店每天營業,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,option,noun,選項,This plan is the best option,這個方案是最佳選項,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,outlet,noun,分店,The outlet sells discounted goods,這家分店販售折扣商品,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,overtime,noun,加班,Staff worked overtime last night,員工昨晚加班,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,package,noun,包裹,The package is at the front desk,包裹在櫃台,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,participant,noun,參加者,Each participant received a badge,每位參加者都收到識別證,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,partner,noun,合作夥伴,Our partner joined the project,我們的合作夥伴加入了專案,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,permit,noun,許可證,You need a parking permit,你需要停車許可證,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,personnel,noun,人事部門,Personnel will review the forms,人事部門會審查表格,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,platform,noun,平台,The platform supports online sales,這個平台支援線上銷售,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,present,verb,簡報,She will present the results,她會簡報結果,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,previous,adjective,之前的,The previous owner left records,前任業主留下了紀錄,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,priority,noun,優先事項,Customer safety is our priority,顧客安全是我們的優先事項,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,procedure,noun,程序,Follow the safety procedure,請遵守安全程序,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,profit,noun,利潤,Profit increased last quarter,上季利潤增加,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,promotion,noun,促銷,The promotion starts tomorrow,促銷明天開始,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,property,noun,房產,The property is near the airport,這處房產在機場附近,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,publication,noun,出版品,The publication is free online,這份出版品在線上免費,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,quantity,noun,數量,Please check the quantity,請確認數量,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,quote,noun,報價,The quote is valid for ten days,報價十天內有效,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,rate,noun,費率,The room rate includes breakfast,房價包含早餐,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,recommend,verb,推薦,I recommend this restaurant,我推薦這家餐廳,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,record,noun,紀錄,Keep a record of each payment,保留每筆付款紀錄,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,reference,noun,推薦人,Please provide two references,請提供兩位推薦人,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,region,noun,地區,Sales grew in this region,這個地區的銷售成長,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,regular,adjective,定期的,Regular checks are important,定期檢查很重要,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,renew,verb,更新,Please renew your membership,請更新你的會員資格,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,rent,noun,租金,The rent is due on Monday,租金週一到期,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,reopen,verb,重新開放,The branch will reopen tomorrow,分店明天會重新開放,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,reschedule,verb,重新安排,We need to reschedule the call,我們需要重新安排通話,toeic_core,medium
2990c5f1-41c5-449e-8b15-fe1a9a421445,resource,noun,資源,The website is a useful resource,這個網站是有用的資源,toeic_core,easy
2990c5f1-41c5-449e-8b15-fe1a9a421445,respond,verb,回覆,Please respond by noon,請在中午前回覆,toeic_core,easy
